
========================================================================
RUN STARTED  2026-07-02 09:35:25
site_pipeline.py https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure/
========================================================================

[09:35:25 +0s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] === 0 crawl site ===
[09:37:00 +1m 35s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 14/38
[09:37:07 +1m 42s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:37:07 +1m 42s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 15/38
[09:37:16 +1m 51s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:37:16 +1m 51s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 16/38
[09:37:22 +1m 57s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:37:22 +1m 57s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 17/38
[09:37:30 +2m 4s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:37:30 +2m 4s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 18/38
[09:37:48 +2m 23s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:37:48 +2m 23s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 19/38
[09:37:54 +2m 29s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:37:54 +2m 29s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 20/38
[09:38:00 +2m 34s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:38:00 +2m 34s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 21/38
[09:38:05 +2m 40s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:38:05 +2m 40s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 22/38
[09:38:11 +2m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:38:11 +2m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 23/38
[09:38:18 +2m 52s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:38:18 +2m 52s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 24/38
[09:38:24 +2m 59s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:38:24 +2m 59s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 25/38
[09:38:34 +3m 9s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:38:34 +3m 9s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 26/38
[09:38:43 +3m 18s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:38:43 +3m 18s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 27/38
[09:38:51 +3m 25s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 28/38
[09:38:56 +3m 30s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 29/38
[09:39:03 +3m 38s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:39:03 +3m 38s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 30/38
[09:39:05 +3m 40s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 31/38
[09:39:14 +3m 49s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:39:14 +3m 49s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 32/38
[09:39:22 +3m 57s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:39:22 +3m 57s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 33/38
[09:39:29 +4m 4s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:39:29 +4m 4s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 34/38
[09:39:36 +4m 10s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:39:36 +4m 10s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 35/38
[09:39:45 +4m 20s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:39:45 +4m 20s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 36/38
[09:39:54 +4m 28s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:39:54 +4m 28s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 37/38
[09:40:02 +4m 36s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:40:02 +4m 36s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting actors: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 38/38
[09:40:11 +4m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Repaired malformed JSON.
[09:40:11 +4m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Saved 1_actor_results.json with 71 extracted records

[09:40:11 +4m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] === 2 clean actors ===
[09:40:11 +4m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Loaded 71 extracted records
[09:40:11 +4m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Saved 2_actor_nodes.json with 11 canonical actor nodes

[09:40:11 +4m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] === 3 interaction extraction ===
[09:40:12 +4m 46s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting interactions: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 7/38
[09:45:13 +9m 47s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Model call failed on https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure, chunk 7: 
[09:45:13 +9m 47s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting interactions: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 9/38
[09:45:23 +9m 57s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Model call failed on https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure, chunk 9: Cannot connect to host api.cloudflare.com:443 ssl:default [Temporary failure in name resolution]
[09:45:23 +9m 57s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting interactions: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 11/38
[09:45:33 +10m 7s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Model call failed on https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure, chunk 11: Cannot connect to host api.cloudflare.com:443 ssl:default [Temporary failure in name resolution]
[09:45:33 +10m 7s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting interactions: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 12/38
[09:45:43 +10m 17s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Model call failed on https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure, chunk 12: Cannot connect to host api.cloudflare.com:443 ssl:default [Temporary failure in name resolution]
[09:45:43 +10m 17s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting interactions: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 13/38
[09:45:53 +10m 27s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Model call failed on https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure, chunk 13: Cannot connect to host api.cloudflare.com:443 ssl:default [Temporary failure in name resolution]
[09:45:53 +10m 27s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Extracting interactions: https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure (1/1), chunk 14/38
[09:46:03 +10m 37s | thequantuminsider_2024_04_11_hold_march_27_9_a_m_et_softbank_telecom_successfully_uses_sa_71b29617] Model call failed on https://thequantuminsider.com/2024/04/11/hold-march-27-9-a-m-et-softbank-telecom-successfully-uses-sandboxaqs-aqtive-guard-to-identify-undetected-security-vulnerabilities-in-existing-it-infrastructure, chunk 14: Cannot connect to host api.cloudflare.com:443 ssl:default [Temporary failure in name resolution]
