
========================================================================
RUN STARTED  2026-07-05 05:20:39
site_pipeline.py https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai/
========================================================================

[05:20:39 +0s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] === 0 crawl site ===
[05:23:25 +2m 55s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:23:25 +2m 55s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 18/36
[05:23:30 +3m 3s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:23:30 +3m 3s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 19/36
[05:23:40 +3m 12s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:23:40 +3m 12s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 20/36
[05:23:47 +3m 19s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:23:47 +3m 19s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 21/36
[05:23:59 +3m 33s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:23:59 +3m 33s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 22/36
[05:24:06 +3m 41s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:24:06 +3m 41s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 23/36
[05:24:13 +3m 48s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:24:13 +3m 48s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 24/36
[05:24:21 +3m 56s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 25/36
[05:24:28 +4m 4s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:24:28 +4m 4s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 26/36
[05:24:50 +4m 26s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:24:50 +4m 26s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 27/36
[05:24:54 +4m 33s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:24:54 +4m 33s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 28/36
[05:25:15 +4m 53s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 29/36
[05:25:22 +5m 1s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:25:22 +5m 1s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 30/36
[05:25:28 +5m 9s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:25:28 +5m 9s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 31/36
[05:25:34 +5m 14s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:25:34 +5m 14s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 32/36
[05:26:00 +5m 43s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:26:00 +5m 43s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 33/36
[05:26:07 +5m 50s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 34/36
[05:26:09 +5m 52s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 35/36
[05:26:20 +6m 3s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:26:20 +6m 3s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting actors: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 36/36
[05:26:25 +6m 10s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Repaired malformed JSON.
[05:26:25 +6m 10s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Saved 1_actor_results.json with 63 extracted records

[05:26:25 +6m 10s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] === 2 clean actors ===
[05:26:25 +6m 10s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Loaded 63 extracted records
[05:26:25 +6m 10s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Saved 2_actor_nodes.json with 10 canonical actor nodes

[05:26:25 +6m 10s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] === 3 interaction extraction ===
[05:26:25 +6m 10s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 11/36
[05:26:34 +6m 18s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 12/36
[05:26:48 +6m 33s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 13/36
[05:26:56 +6m 43s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 14/36
[05:27:23 +7m 10s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 15/36
[05:27:29 +7m 17s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 16/36
[05:27:30 +7m 19s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 19/36
[05:27:32 +7m 21s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 20/36
[05:27:41 +7m 30s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Extracting interactions: https://thequantuminsider.com/2023/10/26/bluequbits-algorithm-chosen-by-darpa-leveraging-gpu-simulators-and-infrastructure-to-advance-quantum-ai (1/1), chunk 25/36
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Saved 3_interaction_results.json with 12 extracted interactions.

[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] === 4 clean interactions ===
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Saved 4_edges.json with 5 cleaned interactions.

[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] === 5 helix enrichment ===
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Wrote 5_nodes.json (10 actors)
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Wrote 5_edges.json (5 interactions)
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Actor helix counts: {'Academia': 1, 'Civil Society': 2, 'Government': 1, 'Industry': 5, 'Unknown': 1}
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Functional-space counts: {'Consensus': 3, 'Intra-helix / Not classified': 2}

[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] === 6 network visualisation ===
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Wrote quantum_network.html
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Nodes: 10
[05:27:45 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Edges: 4

[05:27:46 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Done. Outputs written to: /home/lv/IDP/idpdeeptech/pipeline/news_outputs/thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7
[05:27:46 +7m 34s | thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7] Log: /home/lv/IDP/idpdeeptech/pipeline/news_outputs/thequantuminsider_2023_10_26_bluequbits_algorithm_chosen_by_darpa_leveraging_gpu_simulato_9ac2aed7/run.log

========================================================================
RUN FINISHED 2026-07-05 05:27:46  (OK)
Started:     2026-07-05 05:20:39
Elapsed:     7m 34s
========================================================================
